timestamp,vehicle_id,position_x,position_y,velocity_x,velocity_y,event_label
0,0,95.02412014004264,72.73498013112354,-2.4472790945099967,-1.360476597361203,1
1,0,92.55988821739594,72.00343768979411,-2.2594597621708608,-1.274619540397022,1
2,0,91.26215365042127,71.41267386241425,-2.8297457576051466,-1.1977097794570446,1
3,0,88.1352095808337,69.2833439190928,-2.6730363178359933,-1.0411813944541797,1
4,0,85.97827095075787,68.26501423463463,-2.33021394188357,-1.1922647762383376,1
5,0,83.5735659409539,66.79428039012676,-2.4304367915639093,-1.2460058407115477,1
6,0,81.37992324008304,65.51456407350659,-2.6351230377271393,-1.554792672278646,1
7,0,79.6542208922494,65.04354716529261,-2.5947877059183084,-1.3441829056912773,1
8,0,76.31298732327366,62.77055702014436,-2.646347596455361,-1.1346270674873238,1
9,0,74.80083331128567,61.0003355993032,-3.0285119362366055,-1.668434237304281,1
10,0,72.4554472405376,60.581104552249144,-2.479518963117909,-1.8471511651197738,1
11,0,70.38109948118073,59.15371660124668,-2.5698980062021226,-1.3681759591694154,1
12,0,68.99900750358302,58.398419959447914,-2.681099144899207,-1.4363732193346326,1
13,0,65.08188741655157,56.060953163381555,-3.111363579757694,-1.8137296298303698,1
14,0,63.606320839960716,54.85348922911572,-2.676865492442128,-1.2998205099723428,1
15,0,61.12372876657946,54.327332985228445,-2.987186831164515,-1.6031298893523969,1
16,0,59.48217287776097,52.188822593602126,-2.6537645000483496,-1.2556085931348846,1
17,0,56.7064117481731,50.630589170422425,-2.814242318966915,-1.637315239280644,1
18,0,54.441133560933,50.56275513367323,-3.071397524504025,-1.8100502821166407,1
19,0,51.86173622979985,48.433876221124336,-1.1050186970637201,-0.6617037009026652,1
0,1,54.459304076357206,70.02637925521357,-1.4290987994288487,0.4784784833113651,0
1,1,53.241699670328174,70.61313475180228,-1.5757955879468013,0.5677414304619813,0
2,1,51.63432694218102,70.89427224884895,-1.617272051387348,0.42786734230139556,0
3,1,49.91383072840028,71.54737535682717,-1.6500345697151482,0.34170753687656263,0
4,1,48.186340719124225,72.02736957832983,-1.784973567038449,0.2398002583397556,0
5,1,46.43947082389732,71.8923367198296,-1.5904620055897705,0.22446661258814157,0
6,1,44.57691265068608,71.8715970858809,-1.6387742734648998,0.1674837777483012,0
7,1,42.310658476315005,72.4182030228591,-1.6403226074660777,0.16474613318978534,0
8,1,40.9156979225139,72.26656781520883,-1.716155319517902,0.21048769806169962,0
9,1,39.18022918775571,72.58052621378395,-1.724164053053151,0.18634968489727835,0
10,1,37.88611978088953,73.08661401124603,-1.9740399672170221,0.3343825410144947,0
11,1,36.55969837068144,73.79053006527535,-1.9954724155426413,0.2654631199680702,0
12,1,34.78257588938856,73.87027237713693,-1.9598564325037033,0.2632750325341937,0
13,1,33.18813458821181,74.01671000238008,-2.0041366669942677,0.3010976940082789,0
14,1,31.764149861495977,74.34209893817173,-2.045782303349405,0.38684801916709016,0
15,1,29.933806042093984,74.4435054321444,-2.0993983133673075,0.49650090481657844,0
16,1,27.962811581023505,74.1990966774407,-2.0512003994670183,0.5891465406786107,0
17,1,25.66033676402755,74.99139903779395,-1.8639684877349463,0.6287839346850549,0
18,1,23.608683387722724,75.46344452861923,-1.8626650977582913,0.6665608938823641,0
19,1,21.764865669884387,76.28048433210544,-1.8773596370503285,0.684623191256386,0
0,2,69.69577063648788,84.7822410724111,-0.624388533783307,-1.7577926895318354,1
1,2,70.28566722440647,83.28810827835991,-0.932647111690957,-1.5105270576319052,1
2,2,68.18243610527738,81.82981171384868,-0.47405068025633057,-1.832889616461123,1
3,2,68.46846197657015,80.02773746951915,-0.5527411478662975,-1.3163099296921006,1
4,2,67.18107682550352,77.82955651794559,-0.9064394495976842,-1.885745956648087,1
5,2,66.58221700035486,76.7620781816061,-0.6845817876139597,-1.5840626232799038,1
6,2,65.94426577255781,75.70334682684988,-0.804234697934939,-1.2323808132012946,1
7,2,65.56759547205833,72.93307860413653,-0.9768652147069542,-1.7068355369026906,1
8,2,64.46002737706985,72.10373522346414,-0.6794225739874067,-1.8448111759148114,1
9,2,63.46535888225553,69.3743889581486,-0.8747564731229038,-1.6858810079508517,1
10,2,63.312799584911794,67.89402077520897,-0.7622006813466475,-1.8070126643018882,1
11,2,62.08082096630308,66.97883031161118,-0.7965785066350679,-2.1395855732458893,1
12,2,62.01864033613475,65.56743761589597,-0.6029933854965965,-1.7271464767048934,1
13,2,60.467908943539015,63.203210426827724,-0.727979964497304,-1.8620650703615418,1
14,2,60.73126444222754,63.98356628618608,-0.7281922996077866,-1.7646245059399732,1
15,2,60.267738452378076,60.76797376058506,-0.9168076344818732,-1.866859163309549,1
16,2,58.721321934919644,58.7089464256356,-0.9622098789270088,-2.029193552963047,1
17,2,59.58206079708214,56.27880072678317,-0.7392685150936694,-2.3950269285103514,1
18,2,57.50576255240763,56.14198621563616,-0.32864551040242906,-1.0230101585491422,1
19,2,57.38407663067236,55.93730979161982,-0.487574840564949,-0.764169485046886,1
0,3,52.48150600698011,53.068212386221965,-0.7537628166852983,0.4639580298396265,1
1,3,53.443855655774904,54.02076128166841,-0.9017229928437811,0.23226375760290668,1
2,3,52.062884834913426,54.94437463759035,-0.17473322460336593,0.3511919507284693,1
3,3,52.216434850845026,54.71992031352425,-0.5940525286262212,0.19217825574882674,1
4,3,50.46644883154352,55.115637056637574,-0.6772008839247808,0.19489223424993374,1
5,3,49.94957150536726,56.091695060807055,-0.20815169479086076,0.22093870951677985,1
6,3,49.47974719571263,56.10155838841675,-0.003071675893792203,0.3423853541682389,1
7,3,49.54600831339265,56.90744826197053,-0.5813689345538662,0.5157317744522472,1
8,3,48.78135811055758,56.94742419354572,-0.8667672494572922,0.37627447018409177,1
9,3,48.13579466505116,56.960653338011355,-0.44218751175934834,0.4297285266472253,1
10,3,46.74045850124832,57.318739764626045,-0.8559109445078313,0.205407503921701,1
11,3,46.52142528112573,57.2633292723864,-0.9977445106761884,0.5735944175499188,1
12,3,45.57066872713312,58.40005092621176,-0.9236939950302652,0.6115324214810092,1
13,3,45.55196291382525,57.05274034673549,-0.9170001435101487,0.625375294990564,1
14,3,45.208244940097714,58.16754368238871,-1.161464293012045,0.642926844958333,1
15,3,45.336879512426385,59.34687499492222,-0.8508653425952458,0.4465060865740831,1
16,3,44.06548504093388,58.03509712033569,-0.7014220156673228,0.5890871138760132,1
17,3,43.61940060207533,58.53919848139599,-0.9197477584062266,0.5379302228459263,1
18,3,42.97133466355075,58.26365800252437,-0.7824451489312181,0.13267206498726103,1
19,3,42.36008201651581,59.24158673070133,-0.3733846379085019,0.3447831861701883,1
0,4,67.70966530605838,46.34381160352263,-0.17196264279346182,-1.6399305897937075,0
1,4,68.0818026360286,44.82525588226418,-0.1629553840952957,-1.6316575462136595,0
2,4,67.84132193118808,43.54864303209282,-0.21349961147448204,-1.7673360946555157,0
3,4,67.15332614202923,41.80500964171052,-0.10743036515645188,-1.7435875694933216,0
4,4,66.95068514129159,40.19895446118579,-0.0888091307669893,-1.660968522127895,0
5,4,67.25982717675564,38.251668900485996,-0.32276878713132917,-1.69612220198994,0
6,4,66.63125594945228,36.80513415446841,-0.39520216666603913,-1.8837000658463343,0
7,4,66.06379334814393,34.47384179098442,-0.23618639476495412,-1.8365358704015273,0
8,4,66.0218743860831,32.798113881054356,-0.15216927883711157,-1.72320166789462,0
9,4,65.70778149944861,30.64892372326223,-0.23686265256187788,-1.727726630268552,0
10,4,64.70161625244853,29.264014857981827,-0.42653737458017016,-1.667817297685638,0
11,4,64.2246576411067,27.681750157691084,-0.47372934870918426,-1.6460966498963316,0
12,4,63.609365035162156,25.868799164054156,-0.5634529818453149,-1.4935136541712486,0
13,4,63.155984878445935,24.438134568672616,-0.651009160648511,-1.5169984875301794,0
14,4,62.20880695549555,22.7737870225176,-0.7719213996046096,-1.3580840743099243,0
15,4,61.20981372873746,21.15317930134724,-0.9044824271548684,-1.4352046204680957,0
16,4,60.15686327331301,19.703130815044187,-0.969014648074617,-1.595265721370859,0
17,4,58.73347617209352,18.311762994422352,-0.9812935229903685,-1.530376397245504,0
18,4,57.98626519842915,16.826710585822667,-1.1044665997413512,-1.5114179052294452,0
19,4,57.30167759304362,15.18106427331578,-1.0704050746125153,-1.5127957007561643,0
0,5,73.73169769694934,38.848297988553576,-1.0873405289879496,1.016410608124986,1
1,5,74.02190985593687,40.47762664283625,-0.7811730985746377,1.1081317830591308,1
2,5,72.67008855115863,40.55439836118621,-1.376942753261027,1.1708709358896037,1
3,5,72.2912090161519,43.15215319569857,-1.2876083129270366,1.021132173863398,1
4,5,70.81653765596805,44.43267475758911,-1.1178623704923532,1.4102901189511987,1
5,5,69.71474246820998,45.01310549002274,-0.954323661815955,1.1513876615612555,1
6,5,68.05394959695506,45.329443277628556,-0.8806355633407135,1.3118675558106694,1
7,5,67.28170126103004,46.320343777065354,-1.5434241858619613,1.4433027675660295,1
8,5,66.87594340836885,47.45046678564115,-1.1760276482654015,0.738394330598606,1
9,5,65.12393958405423,49.21373611637866,-1.0385500237453082,1.2568400946924956,1
10,5,64.29432290658796,49.97222361057928,-1.3099414873927804,0.8758938310957286,1
11,5,63.23296766989831,50.803088159058426,-1.047933896114197,0.9387258052905514,1
12,5,62.10899679028934,51.5913842679226,-1.511524781034462,1.3426320994294307,1
13,5,61.47852166320079,52.51119754106916,-0.8990608453319839,1.1993579299930617,1
14,5,59.81588111587937,53.4462156208849,-1.4919841487052143,1.1695573199080427,1
15,5,58.256563620438264,54.615792482697074,-1.3361945004338958,0.8429344076016752,1
16,5,57.857018502644415,55.76013353530921,-1.2635764698918854,1.5585544071800208,1
17,5,57.26805559501443,56.45639223295498,-0.6800898325366185,0.6296546802022311,1
18,5,56.56873854454541,56.15254708466095,-0.05797904940496995,0.4516089469688216,1
19,5,56.5291163713699,55.67050906610177,-0.3625269796093235,0.31616663073295204,1
0,6,49.114498360848444,53.062037084585555,-1.6469470291693262,-0.3525759036659488,0
1,6,47.27357946640636,52.38499677983529,-1.4782328656620698,-0.26441192797100377,0
2,6,45.79295480834931,52.56456809353129,-1.470496034897308,-0.35054034810383017,0
3,6,44.7793959966329,52.37570075853286,-1.5742206503299536,-0.369574215912191,0
4,6,42.94248987028752,51.591286623331364,-1.4816028955767895,-0.1786325518651779,0
5,6,41.041316702564984,51.581544842473356,-1.5466671524889721,-0.2273450902416475,0
6,6,39.31693137280435,51.095002521327764,-1.5418149896944895,-0.3104401018827513,0
7,6,37.85625343084381,50.76949098661027,-1.5657097943811304,-0.40119646808691106,0
8,6,36.117512237292175,50.594911886271085,-1.5156180756186923,-0.49895199256676614,0
9,6,34.63169385330225,50.321376030715854,-1.6825586037308295,-0.4446159733287726,0
10,6,32.75034812188767,50.04793965796503,-1.7588845193850813,-0.6251041833952246,0
11,6,30.50320087113764,49.437260958568224,-1.732912269212933,-0.7155358459056654,0
12,6,28.96186633955792,48.22326909398187,-1.7395202490776647,-0.8366374658819111,0
13,6,27.026795258139607,47.40085122949488,-1.8255615856060599,-0.8750930203048937,0
14,6,25.50312151529788,46.352690648333045,-1.7419923743995456,-0.9880637057706555,0
15,6,23.92007039427292,45.79709752875976,-1.9891568244122746,-1.0677532313177032,0
16,6,22.104035208014807,44.668430681629154,-1.9520422370751438,-1.1281517499892852,0
17,6,20.177969907181534,43.49357576102224,-1.835264030909163,-1.102709665659164,0
18,6,18.443986674894933,42.26730300552634,-1.8840246533164124,-1.145965484441126,0
19,6,16.67829766429201,40.995042176839135,-1.8550471676267712,-0.9384254045765821,0
0,7,88.71907885245433,38.45475036360724,-2.314925125794701,0.3567949568915548,1
1,7,85.27367524285987,39.95144747959137,-2.0610011280022236,0.3853721115054694,1
2,7,82.6407283801646,40.22106922478924,-1.9627491665298151,0.9215312146228558,1
3,7,82.35449182903719,41.26677688080612,-2.016931984407674,0.9174283966352654,1
4,7,79.1803249890512,42.15634153503562,-2.0874009201786996,0.5456086531495152,1
5,7,78.1769776969604,42.62249004091209,-2.2383141625262715,0.5499626727193219,1
6,7,74.89339161948709,42.223115969857815,-2.28126929570684,1.252559562777348,1
7,7,72.70097009939279,45.48894882235302,-2.046029481303035,0.6686947367947385,1
8,7,71.15108728187364,44.61277729231977,-2.024226201980931,0.8788064111549589,1
9,7,69.65561705979428,45.538890456959635,-2.4244327636143526,0.8526787102867164,1
10,7,66.7883330245665,45.31317960054522,-2.2758798071390554,0.49915191974516293,1
11,7,64.78456315912413,46.49882656647467,-2.346525998954527,1.124316498541693,1
12,7,63.44864067719127,47.73444830773164,-2.637750377124453,0.7866725229769008,1
13,7,60.608693606032155,47.84257216292109,-2.62884553256062,0.7495295188238823,1
14,7,58.463792469228984,49.2331314833018,-2.7958619514434266,0.701453077517841,1
15,7,55.83597731107866,50.14440846354466,-2.7808144282366816,0.9914937164642419,1
16,7,54.79251520772374,50.77556346083634,-2.7000964390151383,0.681821484803838,1
17,7,51.704155895700936,49.40330341590161,-1.004141801814633,0.4948330584986395,1
18,7,52.717874936235674,50.030739086706255,-0.8286472179680279,0.20009533833778612,1
19,7,52.028579136565874,50.43530512064107,-1.0207306624891983,0.04279822969744218,1
0,8,47.16793269638605,55.59764841131746,1.355441606798303,-0.020917242230373972,0
1,8,48.92828569137757,55.47784596654516,1.31063889281828,-0.23332704966339135,0
2,8,49.80881201245728,55.6841358435375,1.3409494594283378,-0.11667696667088073,0
3,8,51.46175920383457,55.26727279269473,1.5839342322937346,0.07829629288924222,0
4,8,52.87656350349139,54.27510749577601,1.548281023299327,0.10212591910138709,0
5,8,54.25452881635801,54.31077678587199,1.4654152196655474,0.19428939093677183,0
6,8,55.73903400813413,54.790520395691644,1.5876355542863412,-0.023142965471892873,0
7,8,57.09551289917024,54.58016864212759,1.8447727902552196,-0.008242428781860447,0
8,8,59.184053868334374,54.00771868256337,1.8590943355049716,0.08958686942976532,0
9,8,61.30173772935739,54.28432538366804,1.8603943861544843,0.09574373149231041,0
10,8,62.654152263098936,54.10990924960421,1.8834887817933006,0.02414615079968986,0
11,8,64.74429251900207,54.27409016548336,2.0202258072655,0.11997153341494696,0
12,8,66.83269674900794,54.61845582911688,2.120736023495466,0.06922780482414873,0
13,8,68.85463347300747,54.65863582272301,2.073182969079031,0.17079649933049715,0
14,8,70.73962327958331,55.20492776347345,2.0364856491909924,0.21803616361443295,0
15,8,72.82603347340317,55.130169984600386,2.0344966762419134,0.25140051675949265,0
16,8,74.84124234351194,54.97875853380799,2.204639600594531,0.26017046504566627,0
17,8,76.8075911715574,55.72515940589384,2.2663785815665634,0.14015346540550533,0
18,8,78.760621329204,55.798594455332996,2.2961092794515454,0.20243344855189752,0
19,8,81.34178415251411,56.16289962580493,2.430783877315645,0.2151127645199445,0
0,9,6.437759595017832,41.13272896005107,-0.10079829138234177,0.96525456163212,0
1,9,6.307302440521926,42.78737121448231,0.017819526850070308,0.9909683746415171,0
2,9,6.746291229731481,43.62968738818299,-0.16765905356586025,0.8920100688840431,0
3,9,6.622794524976502,44.454935015415685,-0.08521751474011419,0.8795486907496961,0
4,9,6.761987428024906,45.78477519533467,-0.09798709980119134,0.9350632196208082,0
5,9,6.137564276051144,46.68267022133331,-0.22118291237579352,0.9495858973337429,0
6,9,5.987181290678549,47.70205902604119,-0.26919517135542287,1.1794327835072262,0
7,9,5.337579665830206,48.48274806139996,-0.10369733378176435,1.109004870448237,0
8,9,4.950475125787513,50.28262650116513,-0.005125062099407968,1.0495584156344147,0
9,9,5.010602435396173,51.91594630224785,0.06403700599567878,1.1781732611450588,0
10,9,5.316080395011993,53.373195567178975,0.0680111755867215,1.1793081090426807,0
11,9,5.464206686203251,54.77283951845675,0.03967964400346016,1.1915135024929813,0
12,9,5.410782645419915,55.99905846754809,-0.08541998909472454,1.4521112491889332,0
13,9,5.1054806206915275,57.342731499309195,-0.1673464284502048,1.5136821241053873,0
14,9,4.879333402868624,58.56727137038542,-0.10165809182777054,1.5928470388976663,0
15,9,4.757612413697673,59.96103062386846,0.11744850872820121,1.6268538019501895,0
16,9,4.492840226939878,62.01209656411948,0.031871033786944086,1.9010416359771811,0
17,9,4.5486086179850975,64.21713301091327,-0.17613072229774604,1.7726275475681847,0
18,9,4.772635781615566,66.0851050781702,0.028108919973661245,1.8211450580911437,0
19,9,4.844333573511539,68.42032233350801,0.1291226198962057,1.8015189381635148,0
0,10,44.38750630668507,97.72444896116308,-2.001477633685656,-1.3136307616059864,0
1,10,41.904405975644046,96.58117424168847,-2.082080665652713,-1.3337099482100598,0
2,10,39.908417497527516,94.62189900040877,-2.268215556020395,-1.3636838058709801,0
3,10,37.776570986197015,93.48142667573254,-2.4273470056079858,-1.3000206574296986,0
